id	label	description	url	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Citations>	weight<Norm. citations>	score<Pub. year>	score<Citations>	score<Norm. citations>
27	kim (2012)	"<table><tr><td>Authors:</td><td>kim, kyoung-dae; kumar, p. r.</td></tr><tr><td>Title:</td><td>cyber-physical systems: a perspective at the centennial</td></tr><tr><td>Source:</td><td>proceedings of the ieee, 100, 1287-1308</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/jproc.2012.2189792	-0.3129	0.3026	2	226	375	504	12.9512	2012	504	12.9512
28	liang (2017)	"<table><tr><td>Authors:</td><td>liang, gaoqi; zhao, junhua; luo, fengji; weller, steven r.; dong, zhao yang</td></tr><tr><td>Title:</td><td>a review of false data injection attacks against modern power systems</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 8(4), 1630-1638</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tsg.2015.2495133	-1.0846	-0.3429	3	410	1370	498	22.146	2017	498	22.146
29	zhang (2020a)	"<table><tr><td>Authors:</td><td>zhang, xian-ming; han, qing-long; ge, xiaohua; ding, derui; ding, lei; yue, dong; peng, chen</td></tr><tr><td>Title:</td><td>networked control systems: a survey of trends and techniques</td></tr><tr><td>Source:</td><td>ieee-caa journal of automatica sinica, 7(1), 1-17</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/jas.2019.1911651	-0.6963	0.5313	2	342	1172	467	28.7426	2020	467	28.7426
31	zarpelao (2017)	"<table><tr><td>Authors:</td><td>zarpelao, bruno bogaz; miani, rodrigo sanches; kawakani, claudio toshio; de alvarenga, sean carlisto</td></tr><tr><td>Title:</td><td>a survey of intrusion detection in internet of things</td></tr><tr><td>Source:</td><td>journal of network and computer applications, 84, 25-37</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1016/j.jnca.2017.02.009	0.9404	-0.1182	1	243	557	454	20.1894	2017	454	20.1894
32	humayed (2017)	"<table><tr><td>Authors:</td><td>humayed, abdulmalik; lin, jingqiang; li, fengjun; luo, bo</td></tr><tr><td>Title:</td><td>cyber-physical systems security-a survey</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 4(6), 1802-1831</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/jiot.2017.2703172	-0.0402	0.0004	4	634	1777	450	20.0115	2017	450	20.0115
33	anderson (2010)	"<table><tr><td>Authors:</td><td>anderson, catherine l.; agarwal, ritu</td></tr><tr><td>Title:</td><td>practicing safe computing: a multimethod empirical examination of home computer user security behavioral intentions</td></tr><tr><td>Source:</td><td>mis quarterly, 34(3), 613-643</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"		0.761	0.3904	5	19	102	440	12.8831	2010	440	12.8831
34	khraisat (2019)	"<table><tr><td>Authors:</td><td>khraisat, ansam; gondal, iqbal; vamplew, peter; kamruzzaman, joarder</td></tr><tr><td>Title:</td><td>survey of intrusion detection systems: techniques, datasets and challenges</td></tr><tr><td>Source:</td><td>cybersecurity, 2(1)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1186/s42400-019-0038-7	1.0757	0.0169	1	443	904	439	22.5386	2019	439	22.5386
35	xin (2018)	"<table><tr><td>Authors:</td><td>xin, yang; kong, lingshuang; liu, zhi; chen, yuling; li, yanmiao; zhu, hongliang; gao, mingcheng; hou, haixia; wang, chunhua</td></tr><tr><td>Title:</td><td>machine learning and deep learning methods for cybersecurity</td></tr><tr><td>Source:</td><td>ieee access, 6, 35365-35381</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2836950	1.1871	0.072	1	178	448	426	19.3605	2018	426	19.3605
37	khaitan (2015)	"<table><tr><td>Authors:</td><td>khaitan, siddhartha kumar; mccalley, james d.</td></tr><tr><td>Title:</td><td>design techniques and applications of cyberphysical systems: a survey</td></tr><tr><td>Source:</td><td>ieee systems journal, 9(2), 350-365</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/jsyst.2014.2322503	-0.333	0.1459	2	434	915	416	17.0392	2015	416	17.0392
41	yan (2012)	"<table><tr><td>Authors:</td><td>yan, ye; qian, yi; sharif, hamid; tipper, david</td></tr><tr><td>Title:</td><td>a survey on cyber security for smart grid communications</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 14(4), 998-1010</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/surv.2012.010912.00035	-0.235	-0.2591	4	162	272	398	10.2274	2012	398	10.2274
42	mitchell (2014a)	"<table><tr><td>Authors:</td><td>mitchell, robert; chen, ing-ray</td></tr><tr><td>Title:</td><td>a survey of intrusion detection techniques for cyber-physical systems</td></tr><tr><td>Source:</td><td>acm computing surveys, 46(4)</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1145/2542049	0.3788	0.1271	1	144	267	396	16.1417	2014	396	16.1417
43	ali (2019)	"<table><tr><td>Authors:</td><td>ali, muhammad salek; vecchio, massimo; pincheira, miguel; dolui, koustabh; antonelli, fabio; rehmani, mubashir husain</td></tr><tr><td>Title:</td><td>applications of blockchains in the internet of things: a comprehensive survey</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(2), 1676-1717</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2886932	0.6993	-0.2558	1	227	858	383	19.6635	2019	383	19.6635
47	mo (2014)	"<table><tr><td>Authors:</td><td>mo, yilin; chabukswar, rohan; sinopoli, bruno</td></tr><tr><td>Title:</td><td>detecting integrity attacks on scada systems</td></tr><tr><td>Source:</td><td>ieee transactions on control systems technology, 22(4), 1396-1407</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/tcst.2013.2280899	-0.5894	0.3531	2	246	400	365	14.8781	2014	365	14.8781
48	salah (2019)	"<table><tr><td>Authors:</td><td>salah, khaled; rehman, m. habib ur; nizamuddin, nishara; al-fuqaha, ala</td></tr><tr><td>Title:</td><td>blockchain for ai: review and open research challenges</td></tr><tr><td>Source:</td><td>ieee access, 7, 10127-10149</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/access.2018.2890507	0.6798	-0.2657	1	101	244	359	18.4314	2019	359	18.4314
49	ferrag (2019)	"<table><tr><td>Authors:</td><td>ferrag, mohamed amine; derdour, makhlouf; mukherjee, mithun; derhab, abdelouahid; maglaras, leandros; janicke, helge</td></tr><tr><td>Title:</td><td>blockchain technologies for the internet of things: research issues and challenges</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 6(2), 2188-2204</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/jiot.2018.2882794	0.6665	-0.2679	1	133	366	354	18.1747	2019	354	18.1747
50	ferrag (2020a)	"<table><tr><td>Authors:</td><td>ferrag, mohamed amine; maglaras, leandros; moschoyiannis, sotiris; janicke, helge</td></tr><tr><td>Title:</td><td>deep learning for cyber security intrusion detection: approaches, datasets, and comparative study</td></tr><tr><td>Source:</td><td>journal of information security and applications, 50</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1016/j.jisa.2019.102419	1.1905	0.0157	1	305	926	347	21.3569	2020	347	21.3569
54	liu (2012)	"<table><tr><td>Authors:</td><td>liu, jing; xiao, yang; li, shuhui; liang, wei; chen, c. l. philip</td></tr><tr><td>Title:</td><td>cyber security and privacy issues in smart grids</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 14(4), 981-997</td></tr><tr><td>Year:</td><td>2012</td></tr></table>"	https://doi.org/10.1109/surv.2011.122111.00145	-0.5165	-0.2836	4	271	485	335	8.6085	2012	335	8.6085
57	kabalci (2016)	"<table><tr><td>Authors:</td><td>kabalci, yasin</td></tr><tr><td>Title:</td><td>a survey on smart metering and smart grid communication</td></tr><tr><td>Source:</td><td>renewable & sustainable energy reviews, 57, 302-318</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.rser.2015.12.114	-0.1666	-0.3116	4	321	900	322	15.3111	2016	322	15.3111
58	deng (2017a)	"<table><tr><td>Authors:</td><td>deng, ruilong; xiao, gaoxi; lu, rongxing; liang, hao; vasilakos, athanasios v.</td></tr><tr><td>Title:</td><td>false data injection on state estimation in power systems-attacks, impacts, and defense: a survey</td></tr><tr><td>Source:</td><td>ieee transactions on industrial informatics, 13(2), 411-423</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tii.2016.2614396	-0.9088	-0.273	3	527	2185	321	14.2749	2017	321	14.2749
60	neshenko (2019)	"<table><tr><td>Authors:</td><td>neshenko, nataliia; bou-harb, elias; crichigno, jorge; kaddoum, georges; ghani, nasir</td></tr><tr><td>Title:</td><td>demystifying iot security: an exhaustive survey on iot vulnerabilities and a first empirical look on internet-scale iot exploitations</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(3), 2702-2733</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2019.2910750	0.8539	-0.1833	1	452	1166	318	16.3264	2019	318	16.3264
61	singh (2019a)	"<table><tr><td>Authors:</td><td>singh, saurabh; sharma, pradip kumar; moon, seo yeon; moon, daesung; park, jong hyuk</td></tr><tr><td>Title:</td><td>a comprehensive study on apt attacks and countermeasures for future networks and communications: challenges and solutions</td></tr><tr><td>Source:</td><td>journal of supercomputing, 75(8), 4543-4574</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1007/s11227-016-1850-4	0.4616	0.1723	1	210	273	310	15.9157	2019	310	15.9157
63	komninos (2014)	"<table><tr><td>Authors:</td><td>komninos, nikos; philippou, eleni; pitsillides, andreas</td></tr><tr><td>Title:</td><td>survey in smart grid and smart home security: issues, challenges and countermeasures</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 16(4), 1933-1954</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/comst.2014.2320093	-0.3908	-0.2547	4	356	592	305	12.4324	2014	305	12.4324
65	bedi (2018)	"<table><tr><td>Authors:</td><td>bedi, guneet; venayagamoorthy, ganesh kumar; singh, rajendra; brooks, richard r.; wang, kuang-ching</td></tr><tr><td>Title:</td><td>review of internet of things (iot) in electric power and energy systems</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 5(2), 847-870</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/jiot.2018.2802704	0.1753	-0.2501	4	331	543	303	13.7705	2018	303	13.7705
66	mosenia (2017)	"<table><tr><td>Authors:</td><td>mosenia, arsalan; jha, niraj k.</td></tr><tr><td>Title:</td><td>a comprehensive study of security of internet-of-things</td></tr><tr><td>Source:</td><td>ieee transactions on emerging topics in computing, 5(4), 586-602</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tetc.2016.2606384	0.7707	-0.1209	1	248	499	297	13.2076	2017	297	13.2076
68	li (2015a)	"<table><tr><td>Authors:</td><td>li, yuzhe; shi, ling; cheng, peng; chen, jiming; quevedo, daniel e.</td></tr><tr><td>Title:</td><td>jamming attacks on remote state estimation in cyber-physical systems: a game-theoretic approach</td></tr><tr><td>Source:</td><td>ieee transactions on automatic control, 60(10), 2831-2836</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/tac.2015.2461851	-0.6023	0.3704	2	233	350	288	11.7964	2015	288	11.7964
69	hassan (2020)	"<table><tr><td>Authors:</td><td>hassan, muneeb ul; rehmani, mubashir husain; chen, jinjun</td></tr><tr><td>Title:</td><td>differential privacy techniques for cyber physical systems: a survey</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 22(1), 746-789</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/comst.2019.2944748	0.3318	-0.1444	1	308	522	287	17.6641	2020	287	17.6641
70	hatcher (2018)	"<table><tr><td>Authors:</td><td>hatcher, william grant; yu, wei</td></tr><tr><td>Title:</td><td>a survey of deep learning: platforms, applications and emerging rlesearch trends</td></tr><tr><td>Source:</td><td>ieee access, 6, 24411-24432</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2830661	0.9918	0.0157	1	233	461	286	12.9979	2018	286	12.9979
72	sridhar (2014)	"<table><tr><td>Authors:</td><td>sridhar, siddharth; govindarasu, manimaran</td></tr><tr><td>Title:</td><td>model-based attack detection and mitigation for automatic generation control</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 5(2), 580-591</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/tsg.2014.2298195	-0.3951	-0.092	3	223	292	283	11.5356	2014	283	11.5356
74	meneghello (2019)	"<table><tr><td>Authors:</td><td>meneghello, francesca; calore, matteo; zucchetto, daniel; polese, michele; zanella, andrea</td></tr><tr><td>Title:</td><td>iot: internet of threats? a survey of practical security vulnerabilities in real iot devices</td></tr><tr><td>Source:</td><td>ieee internet of things journal, 6(5), 8182-8201</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/jiot.2019.2935189	0.8602	-0.1681	1	176	347	280	14.3754	2019	280	14.3754
75	butun (2020)	"<table><tr><td>Authors:</td><td>butun, ismail; osterberg, patrik; song, houbing</td></tr><tr><td>Title:</td><td>security of the internet of things: vulnerabilities, attacks, and countermeasures</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 22(1), 616-644</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/comst.2019.2953364	0.7595	-0.1675	1	241	443	279	17.1717	2020	279	17.1717
76	cherdantseva (2016)	"<table><tr><td>Authors:</td><td>cherdantseva, yulia; burnap, pete; blyth, andrew; eden, peter; jones, kevin; soulsby, hugh; stoddart, kristan</td></tr><tr><td>Title:</td><td>a review of cyber security risk assessment methods for scada systems</td></tr><tr><td>Source:</td><td>computers & security, 56, 1-27</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1016/j.cose.2015.09.009	0.1383	0.1589	2	143	232	277	13.1714	2016	277	13.1714
77	xu (2019a)	"<table><tr><td>Authors:</td><td>xu, li da; duan, lian</td></tr><tr><td>Title:</td><td>big data for cyber physical systems in industry 4.0: a survey</td></tr><tr><td>Source:</td><td>enterprise information systems, 13(2), 148-169</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1080/17517575.2018.1442934	0.5207	0.095	1	313	583	275	14.1187	2019	275	14.1187
79	xu (2018)	"<table><tr><td>Authors:</td><td>xu, hansong; yu, wei; griffith, david; golmie, nada</td></tr><tr><td>Title:</td><td>a survey on industrial internet of things: a cyber-physical systems perspective</td></tr><tr><td>Source:</td><td>ieee access, 6, 78238-78259</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1109/access.2018.2884906	0.5876	-0.1078	1	481	815	272	12.3616	2018	272	12.3616
82	yang (2014)	"<table><tr><td>Authors:</td><td>yang, qingyu; yang, jie; yu, wei; an, dou; zhang, nan; zhao, wei</td></tr><tr><td>Title:</td><td>on false data-injection attacks against power system state estimation: modeling and countermeasures</td></tr><tr><td>Source:</td><td>ieee transactions on parallel and distributed systems, 25(3), 717-729</td></tr><tr><td>Year:</td><td>2014</td></tr></table>"	https://doi.org/10.1109/tpds.2013.92	-1.0574	-0.1277	3	262	426	268	10.9242	2014	268	10.9242
85	liu (2019a)	"<table><tr><td>Authors:</td><td>liu, hongyu; lang, bo</td></tr><tr><td>Title:</td><td>machine learning and deep learning methods for intrusion detection systems: a survey</td></tr><tr><td>Source:</td><td>applied sciences-basel, 9(20)</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.3390/app9204396	1.1751	0.0362	1	252	565	265	13.6053	2019	265	13.6053
87	guo (2017)	"<table><tr><td>Authors:</td><td>guo, ziyang; shi, dawei; johansson, karl henrik; shi, ling</td></tr><tr><td>Title:</td><td>optimal linear cyber-attack on remote state estimation</td></tr><tr><td>Source:</td><td>ieee transactions on control of network systems, 4(1), 4-13</td></tr><tr><td>Year:</td><td>2017</td></tr></table>"	https://doi.org/10.1109/tcns.2016.2570003	-0.6676	0.2986	2	460	1037	264	11.7401	2017	264	11.7401
89	mishra (2019)	"<table><tr><td>Authors:</td><td>mishra, preeti; varadharajan, vijay; tupakula, uday; pilli, emmanuel s.</td></tr><tr><td>Title:</td><td>a detailed investigation and analysis of using machine learning techniques for intrusion detection</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 21(1), 686-728</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/comst.2018.2847722	1.1224	0.0441	1	257	702	261	13.4	2019	261	13.4
90	musleh (2020)	"<table><tr><td>Authors:</td><td>musleh, ahmed s.; chen, guo; dong, zhao yang</td></tr><tr><td>Title:</td><td>a survey on the detection algorithms for false data injection attacks in smart grids</td></tr><tr><td>Source:</td><td>ieee transactions on smart grid, 11(3), 2218-2234</td></tr><tr><td>Year:</td><td>2020</td></tr></table>"	https://doi.org/10.1109/tsg.2019.2949998	-0.7754	-0.414	3	466	1582	259	15.9408	2020	259	15.9408
91	pasqualetti (2015a)	"<table><tr><td>Authors:</td><td>pasqualetti, fabio; doerfler, florian; bullo, francesco</td></tr><tr><td>Title:</td><td>control-theoretic methods for cyberphysical security geometric principles for optimal cross-layer resilient control systems</td></tr><tr><td>Source:</td><td>ieee control systems magazine, 35(1), 110-127</td></tr><tr><td>Year:</td><td>2015</td></tr></table>"	https://doi.org/10.1109/mcs.2014.2364725	-0.8548	0.1594	2	470	1114	259	10.6086	2015	259	10.6086
93	hu (2018a)	"<table><tr><td>Authors:</td><td>hu, liang; wang, zidong; han, qing-long; liu, xiaohui</td></tr><tr><td>Title:</td><td>state estimation under false data injection attacks: security analysis and system protection</td></tr><tr><td>Source:</td><td>automatica, 87, 176-183</td></tr><tr><td>Year:</td><td>2018</td></tr></table>"	https://doi.org/10.1016/j.automatica.2017.09.028	-0.8235	0.3544	2	359	800	255	11.589	2018	255	11.589
95	hu (2019a)	"<table><tr><td>Authors:</td><td>hu, songlin; yue, dong; xie, xiangpeng; chen, xiaoli; yin, xiuxia</td></tr><tr><td>Title:</td><td>resilient event-triggered controller synthesis of networked control systems under periodic dos jamming attacks</td></tr><tr><td>Source:</td><td>ieee transactions on cybernetics, 49(12), 4271-4281</td></tr><tr><td>Year:</td><td>2019</td></tr></table>"	https://doi.org/10.1109/tcyb.2018.2861834	-0.724	0.5765	2	190	472	252	12.9379	2019	252	12.9379
98	teixeira (2010)	"<table><tr><td>Authors:</td><td>teixeira, andre; amin, saurabh; sandberg, henrik; johansson, karl h.; sastry, shankar s.</td></tr><tr><td>Title:</td><td>cyber security analysis of state estimators in electric power systems</td></tr><tr><td>Source:</td><td>49th ieee conference on decision and control (cdc), 5991-5998</td></tr><tr><td>Year:</td><td>2010</td></tr></table>"	https://doi.org/10.1109/cdc.2010.5717318	-1.0033	-0.039	3	268	385	248	7.2614	2010	248	7.2614
100	ding (2021a)	"<table><tr><td>Authors:</td><td>ding, derui; han, qing-long; ge, xiaohua; wang, jun</td></tr><tr><td>Title:</td><td>secure state estimation and control of cyber-physical systems: a survey</td></tr><tr><td>Source:</td><td>ieee transactions on systems man cybernetics-systems, 51(1), 176-190</td></tr><tr><td>Year:</td><td>2021</td></tr></table>"	https://doi.org/10.1109/tsmc.2020.3041121	-0.7572	0.575	2	309	961	242	21.8341	2021	242	21.8341
106	he (2016)	"<table><tr><td>Authors:</td><td>he, haibo; yan, jun</td></tr><tr><td>Title:</td><td>cyber-physical attacks and defences in the smart grid: a surveyinspec keywordsother keywords</td></tr><tr><td>Source:</td><td>iet cyber-physical systems: theory & applications, 1(1), 13-27</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1049/iet-cps.2016.0019	-0.7465	-0.309	3	598	3325	239	11.3645	2016	239	11.3645
107	khan (2016)	"<table><tr><td>Authors:</td><td>khan, athar ali; rehmani, mubashir husain; reisslein, martin</td></tr><tr><td>Title:</td><td>cognitive radio for smart grids: survey of architectures, spectrum sensing mechanisms, and networking protocols</td></tr><tr><td>Source:</td><td>ieee communications surveys and tutorials, 18(1), 860-898</td></tr><tr><td>Year:</td><td>2016</td></tr></table>"	https://doi.org/10.1109/comst.2015.2481722	-0.0757	-0.3252	4	178	526	238	11.3169	2016	238	11.3169
