id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
3501	automatic generation control	1.2683	0.3381	2	142	413	42	2017.9524	41.3095	1.3616
3560	automation	0.1034	-0.0765	4	830	5984	599	2018.3406	32.0017	1.1607
3603	automobile manufacture	0.2634	0.5203	4	203	467	50	2018.56	37.04	1.2594
3612	automobiles	0.2696	0.4053	5	177	346	34	2017.1765	31.4118	1.0316
3613	automotive	0.2432	0.4045	5	176	478	59	2018.5932	18.0169	0.6411
3639	automotive industry	0.2228	0.4558	4	215	619	67	2019.0896	19.5821	0.7734
3690	autonomous agents	0.3981	-0.083	2	172	325	38	2017.5263	18.9211	0.6796
3779	autonomous vehicles	0.299	0.5327	4	395	1407	166	2019.5	30.1928	1.2082
3814	availability	0.2518	-0.2507	5	236	431	51	2018.2353	30.2157	1.0429
3875	awareness	-0.6833	-0.8019	1	237	662	84	2018.2143	19.8452	0.7504
3980	bad data detections	1.161	0.2094	2	191	730	71	2017.5211	70.0423	2.1604
4029	bandwidth	0.6895	0.4376	2	213	409	41	2018.1951	28.6585	1.1169
4230	bayesian networks	0.2823	-0.1203	5	416	1150	121	2017.7273	33.1653	1.1427
4380	behavioral research	-0.6502	-0.3502	1	582	2400	305	2018.3967	26.518	0.9129
4455	benchmark datasets	-0.6705	0.7962	3	169	400	42	2019.2857	36.619	1.4718
4464	benchmarking	-0.4609	0.674	3	426	1168	110	2019.3364	23.9	1.015
4606	big data	-0.4768	0.0376	4	744	5203	594	2018.2306	39.6852	1.3789
4611	big data analytics	-0.453	0.0248	4	165	366	41	2018.878	31.2927	1.1688
4801	bioinformatics	-0.7388	-0.3917	1	223	396	38	2018.4211	21.2368	0.774
4859	biomedical equipment	-0.605	-0.6556	1	213	438	47	2016.766	47.4043	1.5321
4911	biometrics	-0.5737	0.1972	3	258	596	87	2018	20.908	0.7606
5052	block-chain	0.0788	0.1911	4	459	2399	217	2021.4101	28.9078	1.5015
5056	blockchain	0.0222	0.1339	4	750	6447	768	2020.2826	33.8424	1.4794
5245	botnet	-0.706	0.6723	3	482	2637	282	2017.9929	32.7624	1.1899
5257	botnet detection	-0.7196	0.6931	3	154	488	52	2017.5192	29.6346	1.1345
5260	botnet detections	-0.7166	0.6904	3	212	739	74	2017.9595	31.7838	1.1408
5330	brain	-0.4724	0.9475	3	250	636	52	2020.3077	37.5385	1.5034
5476	budget control	0.446	-0.255	2	379	1003	117	2018.3846	26.8462	0.9407
5745	c (programming language)	0.1874	-0.3316	5	171	334	42	2017.0238	30.5952	1.0183
6069	cascading failures	1.2037	-0.1059	2	208	674	70	2017.9143	23.2714	0.8042
6094	case-studies	0.0091	-0.5785	5	233	434	59	2019.1525	20.0678	0.8814
6492	charging (batteries)	1.0133	0.0166	2	167	361	39	2020.2564	27.7949	1.2912
6801	classification	-0.9032	0.4748	3	386	1343	132	2018.803	44.947	1.5503
6802	classification (of information)	-0.8871	0.6248	3	699	5931	531	2019.4087	34.8908	1.3774
6805	classification accuracy	-0.8765	0.6632	3	254	648	59	2018.8305	30.339	1.1137
6807	classification algorithm	-0.964	0.5423	3	278	773	61	2019.1475	37.623	1.4739
6835	classification models	-0.8386	0.5807	3	205	476	46	2019.6739	30.3913	1.293
7001	closed loop control systems	1.0227	0.3407	2	202	457	42	2018.5238	42.119	1.4912
7006	closed loop systems	1.0381	0.4271	2	129	433	50	2019.76	42.08	1.5889
7026	cloud	-0.2591	-0.2305	4	298	747	74	2018.2297	30.0135	1.0705
7048	cloud computing	-0.2807	0.0503	4	729	4702	520	2017.9327	35.3058	1.2792
7082	cloud environments	-0.3963	0.4096	4	169	401	41	2018.8537	20.8049	0.8094
7120	cloud securities	-0.3452	0.3559	4	189	452	46	2018.6087	21.8478	0.8605
7121	cloud security	-0.3419	0.3586	4	258	670	69	2019.7246	15.6377	0.7037
7164	cloud-computing	-0.3276	0.377	4	325	1032	84	2021.1786	15.5357	0.9596
7187	clouds	-0.2542	-0.2307	4	219	495	50	2016.94	33.1	1.1017
7220	clustering	-0.6937	0.4929	3	255	583	62	2018.0645	40.5323	1.4194
7222	clustering algorithms	-0.6209	0.4994	3	331	797	83	2018.1446	28.9157	1.0561
7259	cnn	-0.6613	0.9394	3	182	427	40	2020.375	27.75	1.1953
7379	codes (symbols)	-0.2771	-0.0675	5	327	843	100	2017.7	31.73	0.9633
7501	cognitive systems	-0.3135	-0.2592	1	268	603	66	2017.5	27.1212	0.9606
7767	command and control	-0.6748	0.3049	3	267	742	80	2016.925	24.7125	0.8145
7778	command and control systems	-0.6511	0.2751	3	262	620	66	2016.5909	22.5152	0.6808
7792	commerce	-0.0923	-0.5242	1	430	1354	171	2017.9298	29.8187	1.038
7911	communication	0.4393	-0.1724	2	480	1322	152	2015.1776	51.2895	1.5405
7935	communication channels (information theory)	0.6722	0.2774	2	205	362	38	2017.9474	24.7105	0.9244
7973	communication infrastructure	0.9325	-0.0816	2	286	673	69	2017.2174	52.1159	1.58
8061	communication systems	0.4769	-0.4335	5	204	440	50	2011.34	38.36	1.038
8063	communication technologies	0.5747	0.0549	2	380	965	98	2017.5714	51.051	1.6589
8092	communications networks	1.0259	0.2637	2	253	566	49	2019.4082	16.7755	0.8867
8142	comparative analysis	-0.7705	0.4938	3	247	557	54	2019.2963	28	1.0526
8203	competition	-0.1053	-0.6117	1	254	560	70	2017.1857	28.2571	0.9833
8314	complex networks	0.3047	0.1676	2	685	3128	339	2017.3717	28.8083	0.9757
8426	comprehensive analysis	-0.039	0.2218	4	195	348	37	2019.1622	48.5405	1.7733
8504	computation theory	0.3641	-0.0163	2	603	2337	248	2017.9153	28.6573	0.987
8534	computational efficiency	0.7139	0.2896	2	202	352	36	2018.3611	27.1389	1.0334
8566	computational model	0.3369	-0.0294	2	194	369	35	2017.5714	50.6	1.7112
8568	computational modelling	-0.389	0.5649	3	226	484	39	2022.0513	15.1282	1.1519
8588	computational resources	0.3429	0.7289	5	177	347	38	2018.7105	26.2632	0.9611
8621	computer aided design	0.3754	-0.2902	5	169	353	45	2016.9778	44.9333	1.3238
8624	computer aided instruction	-0.4215	-0.6618	1	171	345	37	2019.1892	18.3243	0.7392
8640	computer architecture	0.1415	0.1231	4	546	2060	203	2017.7438	40.7291	1.47
8653	computer circuits	0.4744	-0.2099	5	361	988	94	2018.5638	27.7766	1.0117
8656	computer communication networks	-0.7819	-0.8434	1	151	359	27	2017.4444	22.5185	0.825
8661	computer control systems	0.658	-0.2923	5	408	1243	108	2016.9444	38.287	1.246
8663	computer crime	-0.142	0.4373	3	994	37490	3808	2017.4703	30.5953	1.0921
8681	computer forensics	-0.7607	-0.1113	1	291	869	105	2016.9619	19.2	0.6765
8685	computer games	-0.3384	-0.3952	1	226	525	56	2017.6071	28.6964	0.9726
8690	computer hardware	0.1972	-0.0193	5	310	729	75	2016.92	21.6933	0.7077
8714	computer network	-0.7798	-0.8405	1	192	481	41	2016.2195	23.4146	0.777
8736	computer networks	-0.3457	0.0126	3	489	1567	215	2014.7349	26.586	0.7796
8742	computer operating systems	-0.2493	-0.1034	5	287	685	82	2015.7073	19.3049	0.621
8750	computer privacy	-0.2002	-0.5269	5	354	1099	113	2016.6726	34.4159	1.045
8754	computer programming	-0.4182	-0.5444	1	188	381	60	2017.8	16.0167	0.5228
8758	computer science	-0.4301	-0.5968	1	255	765	148	2015.8716	23.25	0.7492
8773	computer security	-0.8059	-0.7896	1	764	6431	608	2018.0559	31.1546	1.1399
8790	computer simulation	-0.1114	-0.4658	1	360	813	88	2013.5909	42.4091	1.2245
8794	computer software	-0.1294	-0.4123	5	462	1273	147	2014.8095	23.5442	0.7322
8803	computer system firewalls	-0.4225	0.0918	3	505	1732	184	2015.9293	29.0924	0.9228
8807	computer systems	-0.214	-0.445	1	198	323	34	2010.5	58.8824	1.5354
8822	computer viruses	-0.7353	0.0654	3	524	1941	220	2016.0227	26.6682	0.8248
8853	computers	-0.4734	-0.5046	1	434	1385	203	2016.6256	25.0837	0.8331
9068	confidential information	-0.8984	-0.0271	1	244	539	54	2018.037	21.0926	0.7724
9069	confidentiality	-0.8163	-0.8585	1	250	809	79	2018.3038	36.2025	1.331
9636	control	0.8382	-0.2994	2	188	351	39	2017.0256	63.1026	1.9804
9787	control system	0.6297	-0.1804	2	252	586	49	2017.7959	33.551	1.2685
9789	control system analysis	0.623	-0.5184	5	286	805	79	2016.481	34.9367	1.1716
9805	control system synthesis	0.231	0.6647	5	329	1316	118	2018.9576	28.2458	1.0685
9806	control systems	0.617	-0.4367	5	739	5190	514	2016.8327	35.2549	1.108
9813	control theory	0.7771	-0.0413	2	275	783	80	2015.5625	49.8875	1.5669
9853	controlled study	-0.8832	-0.7881	1	177	460	40	2018.825	35.725	1.2892
9860	controller area network	0.2261	0.6706	5	202	774	71	2019.0282	28.8732	1.0837
9891	controllers	0.9522	0.3846	2	563	3443	335	2019.1701	26.2448	1.0506
9971	convolution	-0.7479	0.9138	3	366	1718	143	2020.4545	32.7622	1.4443
9973	convolution neural network	-0.7518	0.8835	3	190	424	37	2020.3243	30.5135	1.4179
9986	convolutional neural network	-0.7532	0.9266	3	401	1836	152	2020.4868	38.1842	1.6496
9996	convolutional neural networks	-0.7612	0.9058	3	422	2061	176	2020.8239	30.892	1.4511
10245	correlation methods	-0.7182	0.3993	3	232	445	45	2017.4889	19.3556	0.6943
10287	cost benefit analysis	0.0269	-0.5522	1	261	551	60	2018.2667	19.5167	0.7178
10295	cost effectiveness	0.1473	0.0459	4	534	1602	165	2018.3515	33	1.2319
10327	costs	0.4169	-0.2195	2	411	1124	124	2017.379	27.4677	0.942
10456	covid-19	-0.8515	-0.7478	1	254	745	110	2021	33.5273	1.6283
10572	crime	0.584	0.2406	2	989	22307	2233	2018.2584	29.2463	1.0886
10703	critical infrastructure	0.4773	-0.6451	5	731	5271	553	2016.5642	24.3146	0.7844
10711	critical infrastructure protection	0.7037	-0.5627	5	336	971	104	2016.2788	25.6346	0.8193
10769	critical systems	0.294	-0.6018	5	213	370	44	2015.9545	15.0227	0.5402
10975	cryptography	-0.0622	0.1342	4	858	7524	887	2018.3653	27.6731	1.0415
11176	curricula	-0.4294	-0.7009	1	246	839	125	2016.176	14.632	0.4877
11391	cybe-physical systems	0.6298	0.3099	2	544	2494	227	2021.1322	18.1542	0.9971
11412	cyber	-0.4397	-0.7751	1	212	429	69	2016.8551	18.2754	0.5824
11436	cyber attack	0.537	0.2258	2	992	23342	2569	2018.4212	26.3881	1.0026
11463	cyber attackers	-0.4671	-0.0424	1	240	489	65	2018.4615	14.3231	0.5588
11465	cyber attacks	0.9193	0.255	2	799	6457	597	2018.5293	23.1809	0.9846
11506	cyber crime	-0.8793	-0.1861	1	167	467	73	2015.2192	30.3836	0.9115
11515	cyber criminals	-0.9613	-0.0616	1	290	938	124	2016.9758	20.7903	0.7284
11539	cyber defense	-0.3121	-0.3122	1	396	1309	196	2016.2398	22.0816	0.7384
11623	cyber infrastructures	0.2815	-0.188	1	417	965	110	2015.9364	30.3727	1.0039
11715	cyber physicals	0.8515	-0.1269	2	665	3975	402	2018.5348	28.5995	1.0371
11742	cyber resilience	0.366	-0.5561	5	228	433	61	2018.7541	16.918	0.6643
11759	cyber risk	-0.0661	-0.7684	1	154	332	62	2019.6935	18.7258	0.8069
11979	cyber threat	-0.5056	-0.227	1	748	4447	568	2018.3609	23.868	0.8991
11990	cyber threat intelligence	-0.8409	0.0561	1	262	846	116	2019.7155	23.8534	0.9692
12019	cyber vulnerabilities	0.8572	-0.2536	2	309	715	72	2017.5694	26.4167	0.8968
12026	cyber warfare	-0.7222	-0.2383	1	145	330	54	2015.3148	24.9444	0.6905
12050	cyber-attack detection	0.6381	0.4951	2	196	393	36	2019.3889	34.6111	1.3153
12098	cyber-crimes	-0.8865	-0.1738	1	396	1674	205	2017.4732	21.3366	0.7964
12160	cyber-physical attack	0.7892	0.0078	2	176	393	36	2018.6944	23.9722	0.8403
12162	cyber-physical attacks	0.7269	-0.3357	5	172	415	37	2018.6216	30.6486	1.087
12223	cyber-physical securities	0.8976	-0.0238	2	546	2479	248	2018.1694	42.0161	1.3949
12224	cyber-physical security	0.9142	-0.0168	2	398	1346	142	2018.7606	34.8451	1.238
12236	cyber-physical system	0.6447	-0.0488	2	965	26548	2946	2018.3384	35.4779	1.2455
12245	cyber-physical system securities	0.8249	-0.0903	2	227	504	59	2017.339	44.4915	1.4197
12319	cyber-security educations	-0.4234	-0.6974	1	236	916	153	2017.9085	14.0065	0.4883
12399	cyberattack detection	-0.1836	0.8269	3	191	369	37	2020.3514	23.1081	1.0651
12428	cybercrime	-0.842	-0.4408	1	448	1960	293	2017.4505	24.5188	0.8939
12450	cybercriminals	-0.9263	-0.2079	1	192	432	51	2019.1569	25.4902	1.0849
12479	cybernetics	-0.3637	-0.5204	1	234	516	73	2009.6438	24.3836	0.6245
12520	cybersecurity	-0.1535	-0.1344	1	999	70550	9580	2018.3819	26.3653	0.9789
12620	cybersecurity education	-0.4226	-0.6998	1	119	367	68	2018.5735	14.7353	0.5505
12841	cyberspace	-0.4884	-0.512	1	210	530	91	2016.7802	17.2637	0.5974
12860	cyberspaces	-0.4905	-0.4982	1	459	1604	195	2016.441	17.5744	0.6356
12972	damage detection	-0.3902	0.3021	3	321	798	78	2018.0128	32.4359	1.1574
13038	data acquisition	0.6624	-0.3508	5	613	2415	219	2017.0183	34.6164	1.2281
13049	data analysis	-0.8401	-0.6159	1	187	376	35	2018.3714	16.0286	0.6599
13057	data analytics	-0.438	0.0287	4	486	1790	178	2019.1573	31.4607	1.2815
13130	data collection	-0.8713	-0.5867	1	192	378	49	2017.6531	19.0408	0.6822
13144	data communication systems	0.5031	-0.0046	4	392	1033	103	2017.8544	24.8447	0.9234
13195	data driven	0.5426	0.5185	2	219	409	39	2020.5897	35.4103	1.6216
13246	data fusion	0.2561	0.1465	4	223	455	56	2015.3929	34.5	1.1252
13261	data handling	-0.3598	-0.0344	4	351	836	95	2016.6947	36.9789	1.2646
13276	data integrity	0.6322	0.1741	2	293	688	70	2017.6857	25.1857	0.869
13327	data mining	-0.7743	0.2338	3	671	3991	428	2017.6449	39.4977	1.3686
13385	data privacy	-0.3968	-0.1298	4	772	5441	608	2018.0329	33.1678	1.2165
13395	data processing	-0.4147	-0.4162	1	221	386	36	2016.0833	48.7778	1.5889
13428	data reduction	-0.6524	-0.1358	1	211	420	45	2016.9111	31.8667	1.0187
13460	data security	-0.2732	-0.3197	1	295	641	88	2017.7955	21.0682	0.8557
13486	data sharing	-0.2866	0.2049	4	294	760	85	2019.2588	29.7647	1.2173
13513	data streams	-0.3464	0.2817	3	194	369	41	2019.5854	16.5122	0.6525
13517	data structures	-0.2158	0.0645	1	212	360	38	2016.6316	25.7632	1.0531
13536	data transfer	0.311	0.0108	4	345	826	89	2018.7753	26.2247	1.1286
13560	data visualization	-0.6481	-0.1935	1	355	1048	108	2017.3056	24.8056	0.8771
13662	database systems	-0.5906	-0.174	1	241	456	60	2015.7667	23.9833	0.8168
13681	dataset	-0.8558	0.8106	3	181	404	36	2019.7778	29.0833	1.2303
13878	deception	-0.8105	-0.6754	1	192	501	60	2017.2167	33.9667	1.2505
13922	decision making	-0.1665	-0.3473	1	811	5246	600	2018.3983	25.8083	0.9707
13963	decision support systems	-0.2249	-0.3492	1	417	1167	134	2017.097	22.8209	0.7743
13972	decision theory	0.4467	-0.0542	2	299	836	96	2016.9688	25.8438	0.8294
13986	decision trees	-0.9671	0.6917	3	624	4984	406	2019.8103	30.7537	1.2961
14078	deep learning	-0.6108	0.8381	3	833	12147	1161	2020.5099	38.8562	1.725
14080	deep learning (dl)	-0.4743	0.7744	3	166	411	33	2021.697	31.3636	1.8959
14113	deep neural network	-0.6515	0.7578	3	159	361	34	2020.2059	21.5588	1.0267
14116	deep neural networks	-0.6556	0.8247	3	546	3300	290	2020.0931	39.5276	1.6806
14212	defense mechanism	0.3759	0.1664	2	337	814	97	2017.3402	35.5876	1.2073
14233	defense strategy	0.7372	0.1027	2	250	620	77	2018.4935	27.7143	1.0336
14327	delay control systems	1.1947	0.348	2	165	456	42	2019.6905	21.881	1.057
14374	delivery of health care	-0.8558	-0.8515	1	238	913	65	2020.2154	36.7538	1.5795
14398	demand response	1.0401	-0.0088	2	206	510	50	2017.7	35.1	1.259
14456	denial of service	0.0118	0.7817	3	742	5671	581	2018.4682	35.3821	1.2541
14475	denial-of-service attack	0.1598	0.7698	3	862	9969	971	2019.1102	31.5139	1.2002
14483	denialof- service attacks	0.6579	0.8045	2	324	1297	117	2021.1026	15.9915	1.0395
14621	design	0.1892	-0.3727	5	416	1073	127	2016.2677	28.8268	0.9114
14629	design and implementations	0.132	-0.2504	5	333	668	79	2018.1013	26.8608	0.9321
14750	design/methodology/approach	-0.3512	-0.635	1	203	418	55	2018.4182	18.8364	0.6958
14787	detection	-0.5131	0.1223	1	361	898	87	2019.5172	19.5172	0.7899
14791	detection accuracy	-0.5964	0.6922	3	364	997	93	2019.2903	27.5699	1.1197
14792	detection algorithm	0.7167	0.5776	2	253	574	55	2019.3455	30.4545	1.1362
14809	detection approach	-0.5317	0.5812	3	215	453	44	2019.0455	27.0682	1.1122
14823	detection mechanism	-0.033	0.7996	3	278	643	63	2018.7937	26.5238	1.0032
14824	detection method	0.4621	-0.1102	2	176	365	37	2020.4865	19.5946	0.9061
14825	detection methods	-0.2724	0.8217	3	327	883	100	2018.93	28.49	1.0958
14837	detection performance	-0.572	0.794	3	230	576	62	2019.5484	25.9194	1.0648
14848	detection rates	-0.8234	0.8373	3	213	575	55	2018.3636	26.6727	1.0749
14859	detection system	-0.7831	0.5867	3	264	676	73	2018.4384	30.7671	1.1791
15088	diagnosis	-0.7574	-0.4663	1	230	517	51	2019.9216	23.7451	1.1741
15144	different attacks	0.5692	0.3433	2	282	594	63	2018.6825	30.9365	1.1119
15270	digital communication systems	0.6715	-0.2149	2	192	353	33	2017.697	42.9091	1.4246
15302	digital devices	-0.3171	-0.1241	1	362	976	102	2018.6373	20.6471	0.8592
15352	digital forensics	-0.7673	-0.102	1	428	1496	185	2018.4757	20.2	0.7643
15501	digital storage	-0.0987	0.1633	4	795	4805	493	2018.9351	30.4706	1.1993
15512	digital technologies	-0.017	-0.6576	1	203	387	60	2019.7667	37.45	1.4925
15523	digital transformation	-0.1028	-0.684	1	235	549	78	2020.0769	31.9872	1.4641
15527	digital twin	0.1511	-0.5163	5	275	647	75	2020.7067	30.96	1.4226
15580	dimensionality reduction	-0.7688	0.7416	3	187	434	38	2019.6316	40.5263	1.6253
15653	disasters	0.7259	-0.2546	2	225	421	51	2017.902	34.7451	1.2776
15697	discrete event simulation	0.6941	0.0341	2	133	328	48	2017.5625	21.5	0.7872
15910	distributed computer systems	-0.0042	0.0934	4	649	3131	314	2016.3854	42.551	1.3806
15918	distributed control	1.0873	0.1489	2	234	742	77	2018.8052	62.7792	2.2031
15954	distributed database systems	-0.0895	0.1003	4	234	515	60	2017.75	23.9667	0.8169
15961	distributed denial of service	-0.3483	0.9154	3	425	1951	173	2019.4046	30.6185	1.2429
15965	distributed denial of service attack	-0.2684	0.7221	3	425	1692	168	2017.7976	28.5774	1.0288
16009	distributed energy resources	1.1052	0.0298	2	293	993	99	2019.3232	26.202	1.006
16099	distributed ledger	0.1607	0.0922	4	182	474	52	2021.1346	19.9615	1.2141
16149	distributed parameter control systems	1.0728	0.146	2	350	1232	115	2018.0261	51.4	1.7731
16232	distributed systems	0.2936	0.0705	4	202	440	53	2017.0755	45.8113	1.3848
16311	distribution systems	1.066	-0.0363	2	215	514	55	2018.7273	30.3455	1.113
16676	drones	0.3861	0.4938	4	266	659	70	2019.3	46.3571	1.7071
17093	dynamical systems	0.9113	0.3346	2	161	346	41	2017.4146	37.8537	1.2667
17095	dynamics	0.7814	0.2632	2	431	1283	141	2018.078	30.5603	1.0707
17162	e-learning	-0.648	-0.2829	1	444	1395	147	2019.0408	19.4762	0.8142
17168	e-mail	-0.8954	-0.8034	1	108	386	27	2018.0741	22.7407	0.8094
17306	economic and social effects	0.1463	-0.1287	4	510	1388	163	2018.3129	37.4908	1.3324
17404	economics	0.0088	-0.6826	1	462	1472	172	2017.1047	38.9651	1.3129
17430	ecosystems	-0.2918	-0.1862	4	363	874	93	2019.2366	23.8065	0.9744
17450	edge computing	-0.2	0.4496	4	383	1387	146	2020.0753	32.1849	1.3795
17504	education	-0.4654	-0.7007	1	409	1534	219	2016.6758	19.9726	0.6637
17512	education computing	-0.4218	-0.691	1	211	661	93	2017.8817	13.6667	0.4829
17644	efficiency	-0.069	0.3364	4	365	849	90	2019.3889	33.6	1.3095
17746	electric control equipment	1.2919	0.3478	2	177	722	55	2019.4727	33.3273	1.366
17768	electric fault currents	1.2079	-0.1224	2	187	610	58	2017.5172	32.7069	1.0587
17773	electric frequency control	1.2875	0.3495	2	167	720	58	2019.5172	37.6552	1.484
17783	electric inverters	1.146	0.0723	2	162	446	46	2020.0217	18.6304	0.8145
17785	electric lines	1.2358	-0.0045	2	159	423	38	2018.9211	33.1316	1.1712
17786	electric load dispatching	1.0558	0.098	2	192	512	49	2019	25.102	1.0062
17788	electric load flow	1.1867	-0.041	2	286	1114	112	2018.4107	23.4375	0.827
17791	electric load management	1.2877	0.3454	2	236	893	73	2019.3562	42	1.6
17799	electric network analysis	1.0242	-0.0616	2	223	552	60	2015.75	29.85	0.9344
17812	electric power distribution	1.0715	-0.136	2	327	1025	97	2015.1443	42.268	1.2683
17820	electric power grids	1.0334	-0.178	2	210	477	41	2016.8293	29.3415	1.0465
17824	electric power measurement	1.1025	-0.1716	2	211	568	45	2016.6889	50.4444	1.7676
17837	electric power system control	1.204	0.1145	2	616	4322	353	2018.5496	29.9688	1.0909
17838	electric power system economics	1.1232	-0.0482	2	182	408	33	2017.2424	53.1212	1.703
17840	electric power system measurement	1.2525	0.1417	2	148	364	28	2018.2143	44.2143	1.4683
17842	electric power system protection	1.0491	-0.2511	2	373	1742	153	2017.915	30.8627	1.059
17844	electric power system security	1.133	-0.0816	2	450	1906	161	2017.7267	39.795	1.2932
17846	electric power systems	0.9958	-0.1484	2	352	1059	105	2015.2381	39.4857	1.1635
17849	electric power transmission	1.1962	-0.0207	2	359	1409	126	2018.0714	44.0952	1.4936
17850	electric power transmission networks	1.0741	-0.0738	2	863	16342	1490	2018.4201	32.4409	1.1622
17863	electric substations	1.0102	-0.2895	2	317	1223	110	2017.2182	25.4091	0.8605
17873	electric utilities	0.9924	-0.0851	2	330	989	96	2016.875	27.5312	0.9132
17894	electric vehicles	1.0148	0.0121	2	258	726	74	2019.2973	31.1351	1.2959
18102	electronic commerce	-0.3883	-0.4817	1	210	448	67	2012.7761	23.5075	0.6585
18114	electronic control units	0.2205	0.6555	5	189	543	49	2018.6531	26.4898	1.0193
18120	electronic crime countermeasures	-0.7735	-0.1094	1	306	1041	122	2017.1557	16.6721	0.6009
18123	electronic data interchange	0.5217	0.0368	4	381	988	97	2019.3505	27.7216	1.107
18150	electronic health record	-0.8635	-0.839	1	187	686	58	2019.3793	31.1552	1.2298
