id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>
17705	covid-19	-0.5449	-0.7409	1	163	283	307	2022.1205
17908	crime	0.1583	0.7193	3	241	1801	1805	2022.2393
18128	critical infrastructure	-0.6274	0.5612	3	233	858	890	2020.9528
18618	cryptography	-0.3829	-0.4339	1	239	1282	1307	2021.8814
18979	curricula	-0.9493	-0.1551	1	160	314	315	2021.9873
19842	cyber attack	-0.0141	0.5533	3	241	4214	4315	2022.0957
19888	cyber attacks	0.3129	0.7696	3	241	2448	2470	2023.1684
20023	cyber defense	-0.2979	0.4392	1	209	352	369	2021.2033
20309	cyber physicals	-0.2944	0.9468	3	196	311	313	2022.5847
20355	cyber resilience	-0.615	0.3561	1	166	190	204	2021.4608
20387	cyber risk	-0.8435	0.1536	1	134	199	214	2021.3505
20447	cyber security	-0.0973	0.1845	1	241	19644	21101	2021.685
20879	cyber threat	0.2314	0.0345	1	241	1859	1903	2022.4356
20902	cyber threat intelligence	0.3081	-0.2115	1	159	240	261	2021.9349
21089	cyber-crimes	-0.3475	-0.03	1	215	465	465	2022.6968
21242	cyber-physical securities	-0.1072	1.0453	3	176	269	273	2022.0879
21243	cyber-physical security	-0.042	1.0504	3	167	278	331	2020.148
21266	cyber-physical system	-0.3779	0.7562	3	238	1843	1911	2021.2172
21348	cyber-security	-0.2163	0.5307	3	239	947	1150	2019.847
21371	cyber-security educations	-0.9252	-0.2164	1	161	370	370	2022.327
21587	cybercrime	-0.4549	-0.5343	1	204	618	667	2020.5892
21786	cybersecurity	-0.0988	-0.2237	1	241	19287	21037	2021.8746
22071	cybersecurity education	-0.9683	-0.2961	1	127	221	304	2020.9671
22779	cyberspace	-0.7441	-0.1621	1	122	263	290	2019.6931
22817	cyberspaces	-0.3888	0.3017	1	214	304	306	2022.3431
23169	data analytics	0.0203	-0.5934	1	223	354	360	2021.8667
23628	data mining	0.3928	-0.4717	2	222	462	472	2021.0953
23723	data privacy	-0.1725	-0.6912	1	236	809	817	2022.4688
23759	data protection	-0.615	-0.6785	1	161	239	251	2021.5976
23851	data security	-0.4469	-0.6737	1	168	231	248	2020.7661
24593	decision making	-0.5305	0.0633	1	238	972	982	2022.2556
24665	decision trees	1.0478	-0.1571	2	218	706	709	2022.3441
24836	deep learning	0.758	-0.1184	2	240	2891	2919	2022.5077
24941	deep neural networks	0.9747	0.1526	2	213	540	543	2022.4899
25461	denial of service	0.6255	0.4677	2	229	724	750	2021.6493
25480	denial-of-service attack	0.6798	0.5704	2	237	1025	1026	2022.5858
25489	denialof- service attacks	0.8351	0.6131	2	197	351	352	2023.1278
26857	digital forensics	-0.1629	-0.5197	1	202	327	349	2021.3897
27219	digital storage	-0.4071	-0.1977	1	231	528	531	2022.2957
27242	digital technologies	-0.7972	-0.1365	1	192	225	232	2022.375
27276	digital transformation	-0.786	-0.3444	1	200	388	419	2022.4344
27297	digital twin	-0.5431	0.3577	1	190	203	206	2022.6602
27368	digitalization	-0.873	-0.3958	1	126	183	206	2022.3058
27974	distributed denial of service	0.8881	0.5478	2	202	352	354	2022.7966
29694	e-learning	-0.4157	-0.3048	1	223	434	447	2022.1611
29984	economic and social effects	-0.4114	0.0121	1	222	288	291	2022.6357
30201	edge computing	0.299	-0.6644	1	187	233	238	2022.3655
30304	education	-0.8146	-0.4836	1	169	394	413	2020.4504
30562	efficiency	0.0827	-0.449	1	202	208	212	2022.6934
30850	electric power system control	-0.1668	1.0302	3	180	260	260	2022.1346
30864	electric power transmission networks	-0.1788	0.9539	3	217	681	683	2021.2796
31610	embedded systems	-0.2895	0.6885	3	236	1236	1242	2021.9654
32056	encryption	-0.5403	-0.5909	1	186	316	328	2021.0976
32203	energy	-0.4183	0.4329	1	169	209	214	2022.7944
32556	engineering education	-0.8111	-0.2007	1	210	350	354	2022.0395
32724	ensemble learning	1.0001	-0.1126	2	165	217	226	2022.6637
35063	false data injection	0.1015	1.0174	3	141	207	210	2021.519
35072	false data injection attacks	0.1678	1.0114	3	146	317	320	2022.0875
35421	feature extraction	0.9975	0.0234	2	216	616	626	2022.3466
35478	feature selection	1.1346	0.0188	2	181	469	474	2022.5865
35524	features extraction	1.0207	0.0892	2	186	271	273	2023.0733
35532	features selection	1.1553	0.1534	2	172	293	293	2023.1638
35588	federated learning	0.7958	-0.3963	2	214	449	451	2023.6785
36832	forecasting	0.4728	0.0636	2	221	309	309	2022.0518
38157	game theory	-0.396	0.5191	1	190	377	403	2020.402
38616	generative adversarial networks	0.8918	-0.0486	2	196	292	294	2023.2857
40988	health care	-0.4587	-0.6143	1	214	407	410	2022.378
41181	healthcare	-0.4134	-0.7223	1	182	289	298	2022.0805
42371	honeypot	0.3228	0.1253	3	186	273	278	2021.1151
42654	human	-0.4239	-0.971	4	229	749	753	2022.5339
43157	humans	-0.4922	-1.0372	4	187	407	407	2022.2678
44002	ids	0.5873	0.1361	2	169	238	243	2021.4733
44174	iiot	-0.3721	0.084	1	215	384	393	2021.9262
44915	incident response	-0.4957	0.253	1	194	260	268	2021.7724
45318	industrial control system	-0.4455	0.6438	3	227	917	929	2020.6674
45589	industry 4.0	-0.6796	-0.1952	1	219	613	658	2021.8587
45877	information and communication technologies	-0.5257	0.4848	3	204	245	247	2021.7652
46100	information management	-0.5755	0.1866	1	238	697	707	2022.372
46183	information security	-0.6943	-0.3067	1	222	931	1018	2020.0354
46390	information systems	-0.8634	-0.0729	1	215	419	427	2021.3044
46418	information technology	-0.7411	-0.5083	1	175	238	250	2020.872
46501	information use	-0.8359	0.0145	1	219	428	430	2021.7395
47812	intelligent systems	0.1918	0.2198	1	223	329	331	2022.1178
48450	internet	-0.5341	-0.6815	1	196	302	323	2020.483
48614	internet of thing	0.4097	-0.399	1	216	294	295	2023.1356
48799	internet protocols	0.3867	0.1036	3	202	323	325	2022.2062
49153	intrusion detection	0.7443	0.3664	2	241	3113	3155	2022.167
49192	intrusion detection system	0.89	0.3244	2	233	1763	1804	2022.3137
49433	investments	-0.8241	0.253	1	186	209	211	2022.2559
49517	iot	0.2229	-0.365	1	241	4108	4216	2021.9172
51707	language model	0.3419	-0.5327	2	172	262	264	2023.6553
51715	language processing	0.6714	-0.7417	2	180	218	218	2023.289
52158	learning algorithms	0.8275	0.0198	2	235	1214	1214	2022.425
52259	learning models	0.9445	0.0489	2	176	227	227	2022.8943
52316	learning systems	0.6675	0.0349	2	239	2110	2112	2022.5384
52761	life cycle	-0.79	0.1994	1	205	321	323	2022.1084
53223	literature reviews	-0.6191	-0.1448	1	197	215	216	2022.5556
53751	logistic regression	1.0592	-0.299	2	153	219	219	2022.7945
53826	long short-term memory	0.8736	0.2167	2	220	538	538	2022.777
53956	losses	0.2631	0.2111	3	217	228	228	2022.4079
54350	machine learning	0.6273	-0.3032	2	241	5311	5415	2022.3439
54366	machine learning algorithms	0.9658	-0.2157	2	210	374	376	2022.9282
54427	machine learning models	0.8825	-0.3816	2	206	329	329	2022.7781
54438	machine learning techniques	0.8383	-0.2929	2	210	354	356	2022.368
54935	malware	0.4971	-0.5241	2	239	2051	2075	2021.88
54987	malware detection	0.8363	-0.5526	2	191	641	670	2022.1955
55107	malwares	0.6931	-0.5532	2	221	811	813	2023.1943
57281	microgrid	-0.1045	0.9031	3	155	227	235	2022.1872
58310	mobile security	0.3824	-0.6118	2	201	306	312	2021.9744
60948	national security	-0.7348	-0.0348	1	208	364	382	2021.3848
61033	natural language processing	0.5903	-0.7361	2	186	302	309	2022.2686
61036	natural language processing systems	0.6023	-0.6518	2	197	357	357	2022.5854
61046	natural languages	0.6921	-0.7019	2	179	237	237	2023.2996
61208	nearest neighbor search	1.1136	-0.1129	2	194	304	304	2022.7796
61442	network architecture	0.3478	0.1886	3	226	563	566	2022.2332
61710	network intrusion	0.9161	0.455	2	209	666	666	2024.0736
61714	network intrusion detection	1.071	0.2806	2	155	291	291	2022.4089
61720	network intrusion detection systems	1.0742	0.3493	2	158	240	240	2022.7083
61901	network security	0.2908	0.4221	3	241	7842	7902	2022.2375
62063	network traffic	0.8198	0.1631	2	193	405	407	2022.5405
62269	networks security	0.5706	0.3392	2	225	698	698	2023.1934
62338	neural networks	0.7322	0.1669	2	221	509	512	2021.8965
62355	neural-networks	0.8945	0.1312	2	216	485	485	2023.2144
64658	ontology	-0.4994	-0.0357	1	154	221	251	2020.2112
64827	open source software	-0.5299	0.2906	1	190	202	206	2022.3592
64842	open systems	-0.4645	0.4056	1	195	238	240	2022.225
65178	operational technologies	-0.6055	0.6355	3	195	257	257	2022.3424
65510	optimisations	0.4963	0.3777	2	209	256	257	2023.1907
65517	optimization	0.4381	0.2009	2	211	293	301	2022.0997
67265	penetration testing	-0.4905	0.1887	1	181	253	265	2021.7283
67413	performance	0.4959	-0.006	2	227	538	546	2022.6685
67643	personal computing	0.3028	-0.067	1	239	811	812	2022.1552
67801	personnel training	-0.694	0.0009	1	192	275	277	2022.361
68015	phishing	0.4264	-0.2902	2	227	1130	1154	2022.6205
68026	phishing attacks	0.504	-0.2218	2	166	296	298	2022.745
69487	power	-0.0042	0.819	3	225	500	503	2022.827
69657	power grids	-0.0879	0.97	3	179	216	219	2022.6119
70661	privacy	-0.6306	-0.6016	1	229	1050	1078	2020.7505
70709	privacy by design	-0.5789	-0.3771	1	174	207	208	2020.6346
72646	public works	-0.6504	0.6779	3	217	308	308	2022.1331
73814	random forest	1.0044	-0.4222	2	177	278	281	2022.8221
73839	random forests	1.1235	-0.2406	2	196	430	430	2023.1209
73972	ransomware	0.1774	-0.7713	2	211	376	390	2021.9487
74369	real time systems	0.0556	0.7158	3	221	323	323	2022.5046
74394	real- time	0.4497	0.1325	2	219	279	282	2023.0532
74857	recurrent neural networks	0.9827	0.2424	2	190	220	223	2022.3991
75274	reinforcement learning	0.5616	0.554	2	216	382	391	2022.6701
75289	reinforcement learnings	0.584	0.6973	2	184	219	219	2023.4201
76126	resilience	-0.6647	0.4059	1	194	356	369	2020.981
76792	risk	-0.9244	-0.1086	1	149	226	236	2020.2627
76801	risk analysis	-0.8902	0.3801	1	215	442	454	2021.2974
76829	risk assessment	-0.7492	0.3115	1	241	1800	1837	2021.7991
76961	risk management	-0.9065	0.1026	1	227	1004	1043	2021.465
77030	risk perception	-0.7526	0.414	1	216	327	330	2022.0455
77151	risks assessments	-0.8019	0.4933	1	204	364	364	2022.8489
77156	risks management	-0.9515	0.2195	1	182	293	293	2022.8874
78054	safety	-0.9349	-0.0098	1	166	302	312	2020.7532
78132	safety engineering	-0.8067	0.4234	1	195	288	289	2021.654
78520	scada	-0.5504	0.7232	3	189	395	411	2018.1752
78555	scada systems	-0.2865	0.8445	3	195	278	278	2021.3129
79639	security	-0.5471	-0.263	1	241	2431	2617	2020.4834
79689	security and privacy	-0.4872	-0.4447	1	208	343	347	2021.4986
79846	security challenges	0.166	-0.1546	1	205	230	233	2022.2704
80178	security issues	-0.1945	-0.4718	1	200	229	231	2022.1602
80235	security measure	0.1802	0.1345	1	215	252	252	2022.7778
80301	security of data	-0.6889	0.1369	1	222	1800	1844	2020.5011
80494	security risks	-0.576	0.2765	1	207	269	272	2022.4853
80577	security systems	-0.4747	0.3278	1	235	737	739	2021.9445
80613	security threats	0.1759	-0.0593	1	233	474	478	2021.9017
80645	security vulnerabilities	-0.371	0.3814	1	203	215	217	2021.9862
81182	semantics	0.3779	-0.1574	2	202	311	311	2022.2186
81346	sensitive data	0.2625	-0.5981	1	216	391	392	2023.1939
81362	sensitive informations	0.2665	-0.5365	1	180	210	210	2022.3381
82696	simulation	-0.5544	-0.1271	4	189	215	236	2020.589
82965	situational awareness	-0.3623	0.4717	1	172	208	221	2020.1041
83338	smart city	-0.0675	-0.5082	1	226	407	418	2021.8971
83498	smart grid	-0.1629	0.7889	3	226	1240	1304	2020.2339
83571	smart grids	-0.2322	0.8521	3	171	197	209	2020.5311
83741	smart power grids	-0.0045	0.9266	3	223	917	917	2022.2857
84180	social engineering	-0.0544	-0.6196	1	185	373	386	2021.4922
84269	social media	-0.0152	-0.8155	1	185	308	330	2021.3758
84358	social networking (online)	0.2327	-0.701	1	197	333	334	2022.1198
86418	state estimation	0.0539	1.0905	3	117	208	212	2020.6698
86467	state of the art	0.2557	-0.1191	1	212	256	257	2021.8171
87578	students	-0.8589	-0.2666	1	198	656	663	2022.1403
87890	supervised learning	0.8631	-0.2326	2	185	206	207	2022.2754
88036	supply chains	-0.7602	0.0634	1	205	331	337	2022.3205
88098	support vector machines	0.9821	-0.0516	2	219	583	584	2022.637
88225	surveys	-0.6471	-0.0595	1	220	348	349	2021.1375
88312	sustainable development	-0.7087	-0.1069	1	202	227	234	2022.3248
89123	systematic literature review	-0.5194	-0.3804	1	205	267	278	2022.6223
89137	systematic review	-0.2975	-0.7348	1	201	205	210	2022.7905
90862	testbeds	-0.3581	0.8525	3	172	236	237	2022.0084
91396	threat	-0.6341	-0.3978	1	212	440	452	2020.7345
91450	threat detection	0.504	-0.0816	2	210	378	385	2022.9481
91543	threat modeling	-0.6067	0.4392	1	185	248	257	2021.9611
92747	training	-0.7568	-0.4176	1	163	246	249	2020.8916
93540	trust	-0.7083	-0.4599	1	164	235	245	2020.2163
96039	vehicles	-0.3068	0.5233	1	184	328	329	2022.1398
96570	virtual reality	-0.5484	-0.4454	1	207	253	260	2022.6154
96854	visualization	0.0058	-0.5137	1	182	223	235	2020.3489
97154	vulnerability	-0.5782	-0.058	1	235	768	794	2020.966
98085	websites	0.4968	-0.1586	2	189	336	337	2022.4273
99352	zero-day attack	0.7517	0.1049	2	198	249	250	2022.908
