id	label	x	y	cluster	weight<Links>	weight<Total link strength>	weight<Occurrences>	score<Avg. pub. year>	score<Avg. citations>	score<Avg. norm. citations>
14461	game	0.0127	-0.1741	5	222	527	87	2020.2989	27.2069	1.9225
14474	game theory	0.2405	-0.3262	2	318	970	215	2018.5349	17.0465	0.9153
14486	game-theory	-0.2774	-0.2723	5	74	103	15	2020.8	10.6667	0.8672
14491	games	0.2893	-0.1531	2	277	639	93	2020.2903	13.5699	1.1763
14497	gamification	-1.1252	-0.2019	1	59	124	44	2019.8182	5.6591	0.3651
14581	gdpr	-0.7155	-0.2856	1	59	111	30	2019.5667	11	0.6361
14592	gender	-1.0311	-0.1636	1	55	83	23	2019.6522	5.2609	0.3999
14651	generation	0.4397	-0.4543	2	256	579	89	2019.5618	26.5506	1.6755
14666	generative adversarial networks	-0.08	0.9079	4	99	179	35	2020.8857	17.8571	1.6421
14682	generators	0.7946	-0.2585	2	158	295	33	2021.1515	22.7879	1.7324
14696	genetic algorithm	-0.088	0.6384	4	175	335	65	2019.8154	22.5231	1.4571
14698	genetic algorithms	-0.0758	0.6043	4	102	142	24	2018.5417	15.8333	1.0719
14911	governance	-0.8641	-0.3786	1	184	441	100	2019.29	13.14	0.9807
14921	government	-0.8116	-0.3433	1	98	158	29	2018.0345	16.7586	1.0789
15044	graph theory	0.7219	-0.1102	2	120	187	35	2018.5143	59.4286	2.1021
15177	grids	0.679	-0.5373	2	122	201	28	2019.8929	27.4286	1.6327
15248	guidelines	-0.9053	-0.1262	1	79	102	16	2020.375	11.6875	0.9507
15264	h-infinity control	1.0568	-0.1738	2	68	171	27	2020.4815	33.8889	2.2651
15282	hacker	-0.9393	-0.1824	1	84	140	31	2017.4516	9.8387	0.5132
15298	hacking	-0.9843	-0.1994	1	98	176	49	2017.9796	11.1837	0.5983
15359	hardware	0.3204	0.1716	4	196	371	53	2020.283	21.7547	1.4684
15395	hardware security	0.0465	-0.1738	5	59	91	33	2019.2424	7.4242	0.4204
15496	health	-0.8164	-0.0313	1	157	295	58	2020.5172	20.9483	1.2916
15503	health care	-0.8502	0.0731	1	62	87	15	2018.8	98.6667	4.4553
15564	health-care	-0.6044	0.1067	3	188	414	58	2020.7414	22.6207	1.6473
15576	healthcare	-0.5694	0.239	3	243	679	116	2020.569	22.4052	1.8893
15708	heuristic algorithms	0.7043	-0.0214	2	110	153	19	2021.3158	16.9474	1.6952
15731	hidden markov models	0.1448	0.4672	4	114	198	25	2021.4	11.96	1.5242
15871	higher education	-1.099	-0.3455	1	58	84	24	2020	10.75	0.7336
16001	homomorphic encryption	0.752	0.4789	3	88	161	31	2020	13.5484	0.9233
16018	honeypot	-0.2962	0.3236	4	140	372	92	2019.1087	10.4891	0.6561
16055	hospitals	-0.6541	0.3068	3	64	90	13	2020.3077	25.4615	2.3207
16136	human behavior	-1.132	-0.2675	1	50	88	15	2020.2667	5.3333	0.4346
16164	human factors	-0.9594	-0.1113	1	123	273	72	2019.25	10.9306	0.6355
16325	hybrid	0.5031	0.1962	4	111	182	26	2020.6538	19.6538	1.3164
16460	hyperledger fabric	-0.1172	0.3115	3	52	110	25	2020.72	19.8	1.4146
16547	ict	-0.7358	-0.1425	1	90	135	27	2018.7037	25.5926	1.4983
16587	identification	0.4773	-0.2982	2	309	704	116	2019.7414	20.2414	1.4468
16598	identity	-0.916	-0.2462	1	91	133	29	2019.1034	10.3103	0.5708
16632	ids	-0.3179	0.9214	4	191	593	129	2019.5891	14.1705	1.1791
16666	iec 61850	0.4764	-0.7494	5	101	261	69	2018.8261	13.9275	0.8243
16675	iec 62351	0.4775	-0.7514	5	40	92	19	2018.8421	15.3684	0.9458
16683	iec standards	0.4764	-0.7376	5	102	212	22	2021.1818	13.5455	1.2366
16743	iiot	-0.0315	0.2413	3	370	1555	228	2020.7632	23.2193	1.8567
16781	image edge detection	0.1268	0.8277	3	106	178	20	2021.15	24.55	2.308
16782	image encryption	0.3466	0.1726	3	34	58	21	2021.2857	11.619	1.1106
16854	impact	-0.9007	-0.4425	1	489	2002	330	2020.1455	18.1303	1.2998
16876	impacts	0.4546	-0.5728	2	66	90	15	2019.8	26.7333	1.7861
16904	implementation	-0.1459	-0.4351	1	232	501	78	2020.2949	16.2821	1.455
16978	in-vehicle network	0.0981	0.5264	4	57	116	24	2020.625	20.2083	1.6489
17020	incident response	-1.0008	-0.4012	1	107	192	65	2019.3077	6.9077	0.5798
17070	indexes	0.8158	-0.2597	2	106	158	19	2021.6842	7.2105	0.9451
17103	individual-differences	-1.1021	-0.2514	1	87	158	27	2019.8519	15.7407	0.9226
17156	industrial control system	0.0592	-0.6287	5	371	1748	405	2019.3457	16.9284	1.0178
17207	industrial internet	0.3305	0.509	3	200	425	44	2021.5227	29.2727	2.6259
17220	industrial iot	-0.1353	0.4647	3	57	110	25	2020.32	11.28	0.8397
17269	industries	-0.2037	-0.0762	3	235	593	58	2021.2931	46.6724	3.5458
17271	industry	-0.6334	-0.3419	1	118	251	45	2019.9778	14.0222	1.0602
17272	industry 4.0	-0.3605	-0.1699	5	388	2219	329	2020.5805	25.5502	1.9786
17279	industry 5	-0.253	-0.1771	5	74	132	13	2022.3846	9.4615	1.724
17355	informatics	0.4222	0.0307	3	197	370	49	2021	17.5306	1.6853
17358	information	-0.7869	-0.2646	1	499	1700	285	2019.8351	20.4421	1.4011
17372	information and communication technology	0.7262	-0.5055	2	79	103	13	2018.6923	37.0769	2.4355
17494	information security	-0.9412	-0.3973	1	500	2331	539	2018.321	15.3321	0.8125
17500	information security awareness	-1.1067	-0.2962	1	71	136	27	2019.3704	11.7037	0.9193
17532	information security investment	-0.7015	-0.5578	1	46	90	16	2020.1875	4.8125	0.4561
17536	information security management	-1.0088	-0.4126	1	64	100	24	2019.6667	20.2917	1.5659
17576	information sharing	-0.7201	-0.458	1	118	227	57	2018.193	13.8596	0.6896
17593	information systems	-0.7309	-0.4288	1	119	189	30	2020.1333	22.1667	1.4509
17605	information technology	-0.786	-0.3951	1	159	253	48	2019.4375	21.3333	1.2711
17650	information-systems	-0.9935	-0.3241	1	138	250	42	2019.5238	23.7857	1.7648
17653	information-systems security	-1.1363	-0.3585	1	64	125	18	2019.6667	14.2222	1.0097
17655	information-technology	-1.0703	-0.3467	1	131	269	45	2019.8444	26.8444	1.5315
17684	infrastructure	0.0389	-0.4528	1	221	458	75	2019.4267	18.1333	1.3269
17732	innovation	-0.8882	-0.4285	1	148	350	64	2020.4062	14.1406	1.1021
17801	insider threat	-0.9236	-0.0581	1	110	166	43	2019.1163	11.6977	0.8301
17810	insights	-1.1134	-0.3631	1	66	109	19	2020.1579	18.3684	1.2414
17812	inspection	0.3904	-0.2408	2	75	103	14	2020.4286	8.5	0.9745
17873	insurance	-0.6622	-0.5595	1	134	252	44	2019.5227	9.6818	0.6785
17913	integrated circuits	0.1353	-0.1749	5	119	253	28	2021.0714	11.6429	1.0454
17960	integration	-0.3471	-0.398	1	269	689	96	2020.3646	20.9167	1.5381
17968	integrity	0.1349	-0.4558	5	109	220	37	2019.6216	29.2703	1.5573
17972	integrity attacks	1.0996	-0.3103	2	140	284	43	2019.2558	28.186	1.6069
17996	intelligence	-0.6187	0.0604	1	192	402	70	2020.4857	12.7143	1.0648
18098	intelligent sensors	0.6562	0.0941	3	91	151	18	2021.2778	15.5556	1.8829
18119	intelligent transportation system	0.4457	0.4898	3	66	103	15	2020.1333	30.2667	1.9651
18121	intelligent transportation systems	0.4586	0.4972	3	146	256	32	2021	28.4375	2.186
18142	intention	-1.1224	-0.3414	1	64	118	16	2020.5625	19.9375	1.3686
18348	internet	-0.2246	0.3839	3	828	9141	1287	2020.3403	24.4631	1.7983
18373	internet governance	-0.9226	-0.2792	1	45	76	22	2017.5455	12.6364	0.6599
18406	internet of medical things (iomt)	0.1751	0.8815	3	83	152	19	2021.7895	35.9474	3.7245
18449	internet of vehicles	0.1671	0.6971	3	92	149	22	2021.3636	12.1364	1.3581
18465	internet security	-1.0263	-0.059	1	86	121	27	2018.2222	7	0.6053
18518	interoperability	-0.3073	-0.0595	3	130	227	40	2019.6	15.85	1.2453
18602	intrusion	-0.2626	0.9541	4	171	391	69	2019.4638	28.2029	1.7565
18617	intrusion detection	-0.0256	0.7724	4	668	5914	1080	2019.5685	25.1722	1.6882
18641	intrusion detection system	-0.1108	0.8524	4	499	3059	568	2020.2694	22.0933	1.607
18680	intrusion-detection	-0.6467	0.6671	4	71	119	20	2018.3	37.35	1.9571
18719	inverters	0.8528	-0.4065	2	84	143	16	2021.6875	17.0625	1.7535
18727	investment	-0.7068	-0.5083	1	135	234	38	2020	11.7895	0.7503
18771	iot	-0.0088	0.5878	3	810	10299	1741	2020.2889	26.4658	1.8135
18876	iot security	0.0096	0.9231	3	171	461	94	2020.2872	19.0213	1.3137
18944	ip networks	0.0624	0.4729	4	133	229	28	2021.25	10.7857	1.2521
19092	issues	-0.1632	0.0314	3	304	968	134	2019.6194	36.2985	2.1173
19141	it security	-0.8775	-0.55	1	63	106	24	2016.9167	25.5	1.0857
19206	jamming	0.6946	0.1256	2	148	242	37	2020.2162	14.2973	1.8781
19209	jamming attacks	0.803	0.1724	2	75	108	16	2020.3125	15.5625	1.3558
19352	kalman filter	1.0656	-0.3708	2	106	216	39	2020.1538	38.2821	2.5926
19357	kalman filters	1.0405	-0.3018	2	98	176	20	2020.5	21.3	1.5308
19406	key agreement	0.5877	0.7258	3	70	151	22	2019.0909	20.2727	1.3257
19408	key agreement scheme	0.5899	0.7355	3	50	96	13	2020.3077	19.2308	1.3595
19411	key distribution	0.3995	0.3416	3	62	90	15	2020.2667	30.8	1.8432
19429	key management	0.6254	0.5933	3	138	356	60	2019.05	45.9	2.3314
19511	knowledge	-1.022	-0.2821	1	164	303	56	2019.7321	21.0179	1.3924
19546	knowledge management	-0.8041	-0.2991	1	69	111	18	2019.1667	19.7778	1.2429
19744	law	-0.7315	-0.2971	1	113	186	59	2018.1017	10.8475	0.5675
19791	leadership	-1.0432	-0.3876	1	65	93	15	2019.0667	5.8	0.4412
19808	learning (artificial intelligence)	0.9413	-0.505	2	62	96	10	2019.3	34.1	1.7932
19815	learning approach	-0.1737	0.9827	4	93	190	30	2021.2667	14.0667	1.3297
19923	lessons	-0.7671	-0.3203	1	98	140	23	2020.3043	20.8261	1.2968
19978	licenses	-0.2726	0.0894	1	154	223	25	2020.96	7.96	0.7999
20024	lightweight	0.5675	0.7382	3	143	361	47	2020.5319	38.1489	2.3488
20066	limits	-0.8965	-0.2915	1	46	79	16	2018.5	25.3125	1.356
20129	linear systems	0.9195	-0.254	2	75	129	20	2019.55	23.45	1.3575
20142	linear-systems	1.0598	-0.1902	2	79	160	27	2019.4444	80.4815	4.0659
20183	literature review	-0.6816	-0.3932	1	134	236	34	2020.2353	30	2.3963
20219	load	0.851	-0.428	2	74	98	13	2021.0769	10.5385	1.0209
20230	load flow	0.9053	-0.4742	2	66	85	11	2020	11.3636	0.795
20236	load frequency control	1.0534	-0.2731	2	139	279	41	2020.6585	32.7561	2.2289
20244	load modeling	0.7819	-0.3781	2	133	230	27	2021.2593	10.2593	1.1327
20249	load redistribution attacks	0.9849	-0.5409	2	117	262	34	2019.0882	50.3235	2.6275
20307	localization	0.5442	0.0878	2	78	107	19	2019.9474	20.9474	1.0944
20362	logic	-0.0495	-0.231	5	63	92	25	2019.36	10.16	0.8606
20364	logic gates	0.1731	0.6558	3	121	225	26	2021.3077	23.9231	2.6331
20397	logistics	-0.3359	0.1154	3	107	192	25	2020.56	17.08	1.5833
20415	long short-term memory	-0.1035	0.966	4	52	92	20	2020.95	11.7	0.9677
20553	lstm	-0.3274	0.826	4	120	265	59	2021.2542	12.0339	1.1357
20587	lyapunov methods	0.9922	-0.2786	2	58	82	7	2019.8571	12.1429	0.6708
20625	machine	-0.2765	0.8112	4	213	513	75	2021.0267	18.4267	1.4778
20637	machine learning	-0.305	0.7355	4	724	7002	1394	2020.467	20.4118	1.5365
20642	machine learning algorithms	-0.0618	0.7504	4	147	292	34	2020.9706	11.9706	1.1406
20667	machine learning techniques	-0.426	0.8227	4	67	95	14	2020.7857	17.7143	2.2096
20733	maintenance	-0.0223	-0.3833	5	93	149	25	2020.48	16.56	1.4072
20863	malware	-0.4627	0.5824	4	415	1769	358	2019.4302	19.7374	1.3163
20864	malware analysis	-0.3959	0.6917	4	45	100	36	2019.2222	11.9167	0.7767
20880	malware classification	-0.2585	0.9089	4	66	130	33	2020.6667	19.2424	1.4188
20886	malware detection	-0.4133	0.8411	4	192	636	152	2020.3487	19.0658	1.3392
20959	management	-0.4423	-0.3864	1	642	3616	528	2019.803	32.0038	1.948
21010	manufacturing	-0.3063	-0.2706	5	99	179	24	2020.2917	13.3333	1.3045
21106	market	-0.7502	-0.5325	1	126	215	44	2019	11.4773	0.6692
21125	market research	0.2656	-0.367	4	102	164	16	2021	23.4375	1.835
21131	market value	-0.9133	-0.5308	1	42	105	18	2020.1667	12.1111	0.8264
21166	markov processes	0.8077	-0.2177	2	90	137	22	2020.5	11.6818	1.1594
21222	mathematical model	0.8652	-0.214	2	149	266	37	2020.4324	18.7297	1.5438
21226	mathematical models	0.8158	-0.3348	2	150	225	26	2022.2692	4.6923	0.9136
21263	maturity model	-0.7964	-0.529	1	65	105	23	2018.8261	10.9565	0.6755
21334	measurement	0.0959	0.003	4	242	461	60	2019.75	14.8833	1.104
21368	mechanism	0.1321	0.7146	3	146	298	43	2020.9535	14.5349	1.4963
21371	mechanisms	0.9108	-0.0192	2	75	97	14	2019.4286	27.7143	1.6083
21375	media	-0.9284	-0.2605	1	108	199	38	2019.1842	10.8947	0.696
21419	medical devices	-0.633	0.2371	3	116	239	46	2019.6957	25.913	1.4713
21420	medical diagnostic imaging	0.1898	0.8606	3	64	101	9	2022	30.2222	4.164
21448	medical services	0.1706	0.8042	3	180	460	44	2021.5227	32.7273	3.2839
21583	metaanalysis	-1.1314	-0.3072	1	69	118	20	2020.35	12.6	0.994
21631	meters	0.8003	-0.4512	2	97	166	19	2021.0526	10.2632	0.8971
21644	methodology	-0.3786	-0.5372	1	158	308	52	2019.1731	20.8846	1.2079
21649	metrics	-0.3478	-0.4854	5	152	285	57	2018.5263	14.9123	0.8268
21693	microgrid	0.7245	-0.4524	2	187	428	76	2019.4605	17.2368	1.1201
21708	microgrids	0.8295	-0.3883	2	260	803	99	2020.5657	21.9394	1.6263
21745	middleware	0.0621	0.0556	3	90	160	27	2017.2222	50.6667	2.4632
21847	misbehavior detection	0.5012	0.5053	3	57	90	13	2019.6923	23.0769	1.5133
21895	mitigation	0.7722	-0.3025	2	280	699	104	2020.3654	23.8558	1.7059
21970	mobile	-0.0349	0.2901	3	92	153	28	2019.6786	20.3571	1.3098
22093	mobility	-0.2973	0.3939	3	59	93	15	2018.1333	62	2.9336
22099	modbus	0.0958	-0.651	5	72	157	34	2018.8824	13.0294	0.7709
22113	model	-0.4864	-0.1257	1	739	4248	699	2020.1087	22.4592	1.4726
22123	model checking	0.0329	-0.3166	5	68	111	29	2018.931	20.1034	1.0393
22144	model predictive control	1.0633	-0.2019	2	61	94	20	2020.75	10.7	1.1146
22209	model-predictive control	0.8325	-0.3358	2	78	102	15	2020.2	17.4	1.3714
22212	modeling	-0.1292	-0.3695	5	125	209	43	2018.1395	7.814	0.4513
22238	models	-0.3731	-0.2788	1	273	539	100	2019.54	29.97	1.4368
22318	monitoring	0.3791	0.0936	2	416	1166	146	2020.5548	16.0548	1.1096
22388	motivation	-1.0821	-0.3016	1	124	271	47	2019.383	10.766	0.615
22410	moving target defense	0.1923	-0.124	5	172	355	81	2019.037	14.037	0.9627
22427	mqtt	0.3995	1.0959	3	56	97	19	2020.4211	24.6316	1.5631
22487	multi-agent systems	0.9731	-0.1432	2	118	222	44	2019.0682	18.6818	1.47
22671	multiagent systems	1.0267	-0.2054	2	154	341	57	2020.193	25.6316	2.1003
22927	mutual authentication	0.5942	0.7235	3	96	279	40	2020.65	16.625	1.3697
22994	nash equilibrium	0.4261	-0.3967	2	111	174	32	2018.4688	12.4062	0.6922
23048	national security	-0.8397	-0.2523	1	85	157	45	2017.7333	6.8889	0.3711
23082	natural language processing	-0.6482	0.4133	4	118	230	59	2020.6441	7.6441	0.6145
23204	network	-0.0904	0.5019	4	514	1964	312	2020.0833	24.3782	1.7838
23224	network anomaly detection	-0.1669	1.1113	4	64	126	27	2019.4444	17.5556	1.1732
23225	network architecture	0.4123	0.7	3	58	95	14	2020.2857	74.2857	5.8694
23231	network attacks	0.549	-0.1186	2	71	118	22	2019.9545	16.2727	1.0464
23303	network function virtualization	0.2957	0.6586	5	72	120	18	2019.7222	24.7778	1.6836
23325	network intrusion detection	-0.2504	0.9911	4	143	374	67	2020.6418	20.7313	1.7729
23390	network security	-0.1394	0.6082	4	439	1641	397	2018.3401	18.6902	1.2088
23457	network topology	0.9119	-0.1785	2	127	199	24	2020.8333	13.125	1.3978
23461	network traffic	-0.1604	1.0155	4	69	123	29	2020.4483	10.1034	0.7366
23497	networked control	1.0296	-0.1537	2	56	103	18	2019.7778	30.1111	2.0615
23500	networked control systems	1.0144	-0.1726	2	149	317	57	2019.6842	62.7193	3.2979
23503	networked control-systems	1.0766	-0.1903	2	174	520	91	2019.6264	41.1758	2.5239
23518	networked microgrids	0.8485	-0.4771	2	74	102	14	2020.1429	45.0714	2.8448
23536	networking	0.079	0.3762	3	117	225	31	2019.129	68.8065	3.4636
23543	networks	0.3743	-0.0021	2	641	2684	421	2019.5344	37.6247	2.0908
23559	neural network	-0.2391	0.7032	4	152	309	73	2019.5205	17.5479	1.1512
23569	neural networks	-0.2002	0.6679	4	235	622	109	2020.1743	18.0367	1.261
23574	neural-network	-0.0474	0.8867	4	164	377	48	2021.2292	16.5833	1.6148
23576	neural-networks	-0.1517	0.7226	4	241	622	92	2020.4239	44.75	2.7281
23638	next-generation	0.5874	0.3242	3	64	92	9	2020.7778	28	2.1669
23649	nfv	0.2973	0.655	5	62	125	20	2019.45	24.65	1.4839
23866	nonlinear-systems	1.0381	-0.1896	2	75	150	24	2020.4583	42.375	3.1113
23959	nsl-kdd	-0.2991	0.9275	4	56	90	19	2020.1053	26.7368	1.8715
23986	nuclear power plant	-0.2185	-0.638	5	49	86	20	2018.8	12.05	0.6094
24062	object recognition	0.3869	0.39	4	65	91	10	2021.8	24.3	2.8292
24075	observability	0.9167	-0.4065	2	73	129	22	2017.8636	34.2273	1.462
24099	observers	0.9919	-0.1994	2	157	345	43	2020.6047	49.2093	2.5202
24125	of-the-art	0.3086	0.3517	3	208	456	50	2020.5	66.4	5.6618
24249	online	-1.0531	-0.1997	1	153	300	53	2020.0377	13.0755	0.977
24348	online social networks	-0.9801	-0.0276	1	65	100	22	2019	9.6818	0.6165
24371	ontology	-0.577	-0.16	1	138	249	95	2018.3579	10.5579	0.5769
24384	opacity	0.5968	-0.1762	2	67	156	24	2020.7917	16.2917	1.5086
24448	openflow	0.2932	0.6328	5	51	89	17	2019.1765	23.8235	1.4578
24477	operation	0.6326	-0.4888	2	124	196	26	2020	17.3846	1.2123
24510	operational technology	-0.0275	-0.8056	1	58	98	19	2020.1579	5.7895	0.5269
24515	operations	-0.5508	-0.3573	1	80	112	21	2020.9048	11.9048	1.442
24542	opportunities	-0.4423	-0.0419	1	175	380	46	2020.413	37.1522	2.7269
24587	optimal control	0.7074	-0.1828	2	50	89	19	2019.6316	14.7895	1.1357
24660	optimisation	0.8951	-0.4565	2	69	82	11	2018.9091	24	1.2784
24669	optimization	0.4235	-0.1691	2	538	2059	306	2020.268	27.6242	1.935
24738	organization	-0.9792	-0.2626	1	61	79	18	2019.0556	12.5	0.8246
24784	organizations	-0.7519	-0.3478	1	242	522	73	2020.1781	9.9178	0.8962
24852	outlier detection	-0.4801	0.7622	4	73	113	24	2019.4167	43.7083	2.3805
25155	particle swarm optimization	-0.0816	0.7788	4	109	181	31	2020.9032	18.2581	1.4248
25192	password	0.2328	-0.0784	1	75	110	20	2019.8	4.85	0.4224
25296	patterns	-0.8395	0.0199	1	80	113	23	2019.2174	20.5217	1.6625
25300	payloads	0.0999	0.4997	4	84	134	15	2021.0667	37.8	2.2375
25372	peer-to-peer computing	0.5038	0.5511	3	123	210	22	2020.9091	22.5	1.8497
25388	penetration testing	0.0156	-0.5342	5	90	172	52	2019.2115	8.6538	0.5552
25395	people	-0.8778	-0.0655	1	65	90	17	2018.6471	34.7059	1.9618
25424	perception	-0.9514	-0.0737	1	86	126	28	2020.0714	6.4286	0.5122
25435	perceptions	-1.0516	-0.2506	1	101	176	37	2020	12.1622	0.7925
25451	performance	-0.5982	-0.3329	1	494	1621	254	2019.5551	20.7913	1.3927
25453	performance analysis	0.3856	0.3661	3	109	163	26	2019	81.0769	5.1567
25459	performance evaluation	0.3015	0.7173	4	148	287	36	2020.5833	23.5	1.9283
25561	personality	-1.0975	-0.2438	1	93	185	45	2018.7556	13.6444	0.7524
25588	perspective	-0.8641	-0.4617	1	94	146	27	2019.2963	14.7037	0.9384
25616	petri nets	0.6033	-0.1877	2	73	107	24	2019	24.2083	1.4427
25656	phasor measurement unit (pmu)	0.8489	-0.5773	2	50	83	17	2019.3529	17.9412	1.005
25659	phasor measurement units	0.9708	-0.4221	2	168	455	60	2020.1167	15.2	1.0891
25674	phishing	-1.074	-0.0358	1	230	783	184	2019.6141	15.1467	0.9641
25678	phishing attacks	-1.1391	-0.1049	1	55	88	19	2020.4211	15.5789	1.0541
25682	phishing detection	-0.6365	0.7416	4	65	160	37	2020	14.973	0.8875
25775	physical layer	0.7076	0.1595	2	119	208	25	2020	18.08	1.3273
25781	physical layer security	0.594	0.3109	3	80	125	25	2019.48	12.72	0.8211
25792	physical security	0.0719	-0.4207	5	106	159	33	2019.3939	7	0.5021
25797	physical systems	0.8228	-0.0958	2	187	335	44	2020.4318	24.3864	2.0968
25816	physical-layer security	0.482	0.4819	3	67	95	12	2020.5	68.75	5.9046
25883	placement	0.7029	-0.1326	2	89	134	18	2019.1667	41	2.2485
25895	planned behavior	-1.1305	-0.3455	1	71	161	26	2019.6923	33.0769	1.7006
25911	platform	-0.0378	-0.2482	5	126	208	30	2020.0333	44.7	2.5968
25938	plc	0.0901	-0.6535	5	29	80	22	2020	7.5	0.5745
26011	policies	-0.9264	-0.3374	1	105	162	32	2019.3438	52.8125	2.5696
26017	policy	-0.8206	-0.3582	1	199	439	84	2018.7381	20.3214	1.1735
26028	policy compliance	-1.1447	-0.3579	1	120	407	55	2019.6	22.2909	1.1797
26081	politics	-0.9072	-0.2787	1	76	147	37	2019.5135	19	1.1122
26087	pollution measurement	1.0099	-0.4173	2	63	96	10	2021.9	10.6	1.5318
26228	power	0.5602	-0.5062	2	362	1045	170	2018.9941	24.5118	1.4355
26265	power electronics	0.6417	-0.3822	2	72	117	12	2021	16.1667	1.4432
26275	power engineering computing	0.9264	-0.4891	2	148	403	44	2019.0455	23.8636	1.2187
26293	power grid	0.8103	-0.6044	2	135	250	45	2017.3111	32.2	1.3531
26312	power grids	0.9041	-0.5042	2	213	571	70	2020.2143	17.3286	1.2052
26331	power measurement	0.9975	-0.4109	2	135	324	35	2021.6857	11.4857	1.4271
26365	power system	0.8968	-0.5625	2	106	182	37	2017.8108	37.2162	1.8724
26374	power system control	0.9257	-0.4556	2	88	177	24	2016.9167	57.9167	1.9356
26383	power system dynamics	0.9882	-0.3937	2	127	217	24	2021.25	18.3333	1.7505
26407	power system protection	0.9156	-0.4282	2	66	116	19	2019.2105	9.1579	0.5872
26409	power system reliability	0.8635	-0.5292	2	138	290	39	2019.4359	19.3077	1.3644
26418	power system security	0.9173	-0.4965	2	225	658	93	2018.0215	25.5591	1.2412
26423	power system stability	0.9559	-0.3915	2	208	528	62	2020.6129	14.371	1.2082
26426	power system state estimation	0.9527	-0.5032	2	95	213	30	2018.8	23.4	1.2091
26428	power systems	0.817	-0.5151	2	331	1040	124	2020.1452	23.1129	1.731
26455	power-system	0.7649	-0.5356	2	176	354	46	2020.2826	39.8478	2.3626
26460	power-systems	1.0295	-0.4652	2	251	686	94	2019.7553	35.1064	2.17
26529	prediction	-0.3602	0.344	4	258	649	101	2020.5644	23.6436	1.8479
26530	prediction algorithms	0.0431	0.6639	4	83	115	13	2021.2308	12.4615	1.2994
26551	predictive control	0.9793	-0.2286	2	100	154	21	2020.4762	26.2381	1.8255
26555	predictive maintenance	-0.2577	-0.2292	5	59	101	13	2020.7692	25.8462	2.2622
26559	predictive models	0.2993	-0.0411	4	166	310	38	2021.7895	10.2895	1.3956
26634	prevention	-0.0113	0.1491	3	133	253	35	2019.8571	24.2857	1.668
26682	principal component analysis	-0.2513	0.8338	4	76	109	24	2019.125	16.875	0.8812
26715	privacy	-0.2929	0.1891	3	742	5745	899	2019.6963	26.9956	1.7546
26738	privacy concerns	-1.0805	-0.2636	1	70	117	19	2021.1053	8.5789	0.8566
26758	privacy preservation	0.5786	0.5035	3	119	203	27	2020.7037	34.1481	2.4676
26761	privacy preserving	0.7314	0.5239	3	52	82	16	2019	17.1875	1.0395
26763	privacy protection	0.6126	0.5272	3	100	170	30	2019.6	25.2667	1.5745
26790	privacy-preserving	0.6628	0.6219	3	67	130	21	2020.5238	23.619	1.6043
26890	probabilistic logic	0.7015	-0.1718	2	78	105	13	2021.6154	7.3846	0.9019
26916	probability	0.8311	-0.3677	2	72	84	15	2018.9333	10.8667	0.6026
26965	process control	0.4606	-0.1167	2	146	287	35	2020.8	12.4857	1.0952
27038	production	-0.0374	-0.1714	5	114	165	17	2021.4118	9.8824	1.0376
27201	proposals	0.3156	0.4352	3	61	84	11	2021	6.8182	0.7298
27207	prospect-theory	-0.8863	-0.3193	1	53	79	15	2019.6667	15.6667	0.8741
27228	protection	0.37	-0.5402	2	402	1229	179	2019.7709	20.5978	1.2713
27238	protection motivation	-1.1509	-0.3507	1	104	276	40	2019.775	26.075	1.3387
27239	protection motivation theory	-1.148	-0.3354	1	125	403	59	2020.5763	14.4068	1.0824
27275	protocol	0.6058	0.6236	3	240	852	125	2020.056	31.592	1.8017
27288	protocols	0.3147	0.3851	3	474	1757	212	2020.8726	18.4858	1.611
27378	psychology	-1.0034	-0.2749	1	111	199	41	2019.3659	12.2195	0.6743
27429	public key	0.4418	0.4369	3	59	93	13	2020.5385	8.8462	1.0637
27579	quality	-0.8395	-0.3991	1	144	280	52	2020.1731	15.2308	1.47
27607	quality of service	0.2001	0.3333	4	88	124	18	2020.6667	20.1111	1.6115
27678	quantum computing	0.3281	0.091	5	70	102	19	2021.6842	11.3158	1.0184
27768	quickest detection	1.0817	-0.4769	2	79	152	18	2020.6667	42.6667	2.8175
27896	random forest	-0.3496	0.9885	4	93	190	40	2020.5	24	1.9195
27979	ransomware	-0.55	0.4581	4	166	433	110	2020.3818	13.6909	0.9569
28070	reactive power	0.8427	-0.407	2	101	160	20	2020.8	12.05	1.052
28118	real-time	-0.0992	0.4493	4	136	206	35	2019	30	1.6327
28140	real-time detection	1.0638	-0.48	2	91	140	15	2020.8	35.4667	2.97
28185	real-time systems	0.5415	0.0352	2	328	819	98	2021.0816	16.0306	1.3871
28231	receivers	0.6154	0.2104	3	84	107	17	2020.7647	16	1.4667
28238	recognition	-0.5379	0.1814	1	113	188	36	2018.8333	8.75	0.5953
28260	reconnaissance	0.1097	-0.0511	5	68	103	15	2019.6667	11.2	0.851
28272	recovery	0.1392	-0.528	2	69	100	20	2019.8	18.85	1.4643
28287	recurrent neural networks	-0.0998	0.9778	4	76	139	23	2020.3043	22.9565	1.562
28369	regression	-0.3144	0.5171	4	81	106	20	2020.2	26.7	1.6007
28387	regulation	-0.4734	-0.1936	1	122	206	44	2019.6591	18.6818	1.1565
28420	reinforcement learning	0.3989	-0.0358	2	201	386	81	2020.4568	14.2346	1.1931
